./5k/simulation.bwa.read1.fastq.gz	reads	None	5000
./5k/simulation.bwa.read1.fastq.gz	read_len	150	5000
./5k/simulation.bwa.read1.fastq.gz	q05	1	15
./5k/simulation.bwa.read1.fastq.gz	q25	1	17
./5k/simulation.bwa.read1.fastq.gz	q50	1	17
./5k/simulation.bwa.read1.fastq.gz	q75	1	18
./5k/simulation.bwa.read1.fastq.gz	q95	1	20
./5k/simulation.bwa.read1.fastq.gz	q05	2	15
./5k/simulation.bwa.read1.fastq.gz	q25	2	17
./5k/simulation.bwa.read1.fastq.gz	q50	2	17
./5k/simulation.bwa.read1.fastq.gz	q75	2	18
./5k/simulation.bwa.read1.fastq.gz	q95	2	20
./5k/simulation.bwa.read1.fastq.gz	q05	3	15
./5k/simulation.bwa.read1.fastq.gz	q25	3	17
./5k/simulation.bwa.read1.fastq.gz	q50	3	17
./5k/simulation.bwa.read1.fastq.gz	q75	3	18
./5k/simulation.bwa.read1.fastq.gz	q95	3	20
./5k/simulation.bwa.read1.fastq.gz	q05	4	15
./5k/simulation.bwa.read1.fastq.gz	q25	4	17
./5k/simulation.bwa.read1.fastq.gz	q50	4	17
./5k/simulation.bwa.read1.fastq.gz	q75	4	18
./5k/simulation.bwa.read1.fastq.gz	q95	4	20
./5k/simulation.bwa.read1.fastq.gz	q05	5	15
./5k/simulation.bwa.read1.fastq.gz	q25	5	17
./5k/simulation.bwa.read1.fastq.gz	q50	5	17
./5k/simulation.bwa.read1.fastq.gz	q75	5	18
./5k/simulation.bwa.read1.fastq.gz	q95	5	20
./5k/simulation.bwa.read1.fastq.gz	q05	6	15
./5k/simulation.bwa.read1.fastq.gz	q25	6	17
./5k/simulation.bwa.read1.fastq.gz	q50	6	17
./5k/simulation.bwa.read1.fastq.gz	q75	6	18
./5k/simulation.bwa.read1.fastq.gz	q95	6	20
./5k/simulation.bwa.read1.fastq.gz	q05	7	15
./5k/simulation.bwa.read1.fastq.gz	q25	7	17
./5k/simulation.bwa.read1.fastq.gz	q50	7	17
./5k/simulation.bwa.read1.fastq.gz	q75	7	18
./5k/simulation.bwa.read1.fastq.gz	q95	7	20
./5k/simulation.bwa.read1.fastq.gz	q05	8	15
./5k/simulation.bwa.read1.fastq.gz	q25	8	17
./5k/simulation.bwa.read1.fastq.gz	q50	8	17
./5k/simulation.bwa.read1.fastq.gz	q75	8	18
./5k/simulation.bwa.read1.fastq.gz	q95	8	20
./5k/simulation.bwa.read1.fastq.gz	q05	9	15
./5k/simulation.bwa.read1.fastq.gz	q25	9	17
./5k/simulation.bwa.read1.fastq.gz	q50	9	17
./5k/simulation.bwa.read1.fastq.gz	q75	9	18
./5k/simulation.bwa.read1.fastq.gz	q95	9	20
./5k/simulation.bwa.read1.fastq.gz	q05	10	15
./5k/simulation.bwa.read1.fastq.gz	q25	10	17
./5k/simulation.bwa.read1.fastq.gz	q50	10	17
./5k/simulation.bwa.read1.fastq.gz	q75	10	18
./5k/simulation.bwa.read1.fastq.gz	q95	10	20
./5k/simulation.bwa.read1.fastq.gz	q05	11	15
./5k/simulation.bwa.read1.fastq.gz	q25	11	17
./5k/simulation.bwa.read1.fastq.gz	q50	11	17
./5k/simulation.bwa.read1.fastq.gz	q75	11	18
./5k/simulation.bwa.read1.fastq.gz	q95	11	20
./5k/simulation.bwa.read1.fastq.gz	q05	12	15
./5k/simulation.bwa.read1.fastq.gz	q25	12	17
./5k/simulation.bwa.read1.fastq.gz	q50	12	17
./5k/simulation.bwa.read1.fastq.gz	q75	12	18
./5k/simulation.bwa.read1.fastq.gz	q95	12	20
./5k/simulation.bwa.read1.fastq.gz	q05	13	15
./5k/simulation.bwa.read1.fastq.gz	q25	13	17
./5k/simulation.bwa.read1.fastq.gz	q50	13	17
./5k/simulation.bwa.read1.fastq.gz	q75	13	18
./5k/simulation.bwa.read1.fastq.gz	q95	13	20
./5k/simulation.bwa.read1.fastq.gz	q05	14	15
./5k/simulation.bwa.read1.fastq.gz	q25	14	17
./5k/simulation.bwa.read1.fastq.gz	q50	14	17
./5k/simulation.bwa.read1.fastq.gz	q75	14	18
./5k/simulation.bwa.read1.fastq.gz	q95	14	20
./5k/simulation.bwa.read1.fastq.gz	q05	15	15
./5k/simulation.bwa.read1.fastq.gz	q25	15	17
./5k/simulation.bwa.read1.fastq.gz	q50	15	17
./5k/simulation.bwa.read1.fastq.gz	q75	15	18
./5k/simulation.bwa.read1.fastq.gz	q95	15	20
./5k/simulation.bwa.read1.fastq.gz	q05	16	15
./5k/simulation.bwa.read1.fastq.gz	q25	16	17
./5k/simulation.bwa.read1.fastq.gz	q50	16	17
./5k/simulation.bwa.read1.fastq.gz	q75	16	18
./5k/simulation.bwa.read1.fastq.gz	q95	16	20
./5k/simulation.bwa.read1.fastq.gz	q05	17	15
./5k/simulation.bwa.read1.fastq.gz	q25	17	17
./5k/simulation.bwa.read1.fastq.gz	q50	17	17
./5k/simulation.bwa.read1.fastq.gz	q75	17	18
./5k/simulation.bwa.read1.fastq.gz	q95	17	20
./5k/simulation.bwa.read1.fastq.gz	q05	18	15
./5k/simulation.bwa.read1.fastq.gz	q25	18	17
./5k/simulation.bwa.read1.fastq.gz	q50	18	17
./5k/simulation.bwa.read1.fastq.gz	q75	18	18
./5k/simulation.bwa.read1.fastq.gz	q95	18	20
./5k/simulation.bwa.read1.fastq.gz	q05	19	15
./5k/simulation.bwa.read1.fastq.gz	q25	19	17
./5k/simulation.bwa.read1.fastq.gz	q50	19	17
./5k/simulation.bwa.read1.fastq.gz	q75	19	18
./5k/simulation.bwa.read1.fastq.gz	q95	19	20
./5k/simulation.bwa.read1.fastq.gz	q05	20	15
./5k/simulation.bwa.read1.fastq.gz	q25	20	17
./5k/simulation.bwa.read1.fastq.gz	q50	20	17
./5k/simulation.bwa.read1.fastq.gz	q75	20	18
./5k/simulation.bwa.read1.fastq.gz	q95	20	20
./5k/simulation.bwa.read1.fastq.gz	q05	21	15
./5k/simulation.bwa.read1.fastq.gz	q25	21	17
./5k/simulation.bwa.read1.fastq.gz	q50	21	17
./5k/simulation.bwa.read1.fastq.gz	q75	21	18
./5k/simulation.bwa.read1.fastq.gz	q95	21	20
./5k/simulation.bwa.read1.fastq.gz	q05	22	15
./5k/simulation.bwa.read1.fastq.gz	q25	22	17
./5k/simulation.bwa.read1.fastq.gz	q50	22	17
./5k/simulation.bwa.read1.fastq.gz	q75	22	18
./5k/simulation.bwa.read1.fastq.gz	q95	22	20
./5k/simulation.bwa.read1.fastq.gz	q05	23	15
./5k/simulation.bwa.read1.fastq.gz	q25	23	17
./5k/simulation.bwa.read1.fastq.gz	q50	23	17
./5k/simulation.bwa.read1.fastq.gz	q75	23	18
./5k/simulation.bwa.read1.fastq.gz	q95	23	20
./5k/simulation.bwa.read1.fastq.gz	q05	24	15
./5k/simulation.bwa.read1.fastq.gz	q25	24	17
./5k/simulation.bwa.read1.fastq.gz	q50	24	17
./5k/simulation.bwa.read1.fastq.gz	q75	24	18
./5k/simulation.bwa.read1.fastq.gz	q95	24	20
./5k/simulation.bwa.read1.fastq.gz	q05	25	15
./5k/simulation.bwa.read1.fastq.gz	q25	25	17
./5k/simulation.bwa.read1.fastq.gz	q50	25	17
./5k/simulation.bwa.read1.fastq.gz	q75	25	18
./5k/simulation.bwa.read1.fastq.gz	q95	25	20
./5k/simulation.bwa.read1.fastq.gz	q05	26	15
./5k/simulation.bwa.read1.fastq.gz	q25	26	17
./5k/simulation.bwa.read1.fastq.gz	q50	26	17
./5k/simulation.bwa.read1.fastq.gz	q75	26	18
./5k/simulation.bwa.read1.fastq.gz	q95	26	20
./5k/simulation.bwa.read1.fastq.gz	q05	27	15
./5k/simulation.bwa.read1.fastq.gz	q25	27	17
./5k/simulation.bwa.read1.fastq.gz	q50	27	17
./5k/simulation.bwa.read1.fastq.gz	q75	27	18
./5k/simulation.bwa.read1.fastq.gz	q95	27	20
./5k/simulation.bwa.read1.fastq.gz	q05	28	15
./5k/simulation.bwa.read1.fastq.gz	q25	28	17
./5k/simulation.bwa.read1.fastq.gz	q50	28	17
./5k/simulation.bwa.read1.fastq.gz	q75	28	18
./5k/simulation.bwa.read1.fastq.gz	q95	28	20
./5k/simulation.bwa.read1.fastq.gz	q05	29	15
./5k/simulation.bwa.read1.fastq.gz	q25	29	17
./5k/simulation.bwa.read1.fastq.gz	q50	29	17
./5k/simulation.bwa.read1.fastq.gz	q75	29	18
./5k/simulation.bwa.read1.fastq.gz	q95	29	20
./5k/simulation.bwa.read1.fastq.gz	q05	30	15
./5k/simulation.bwa.read1.fastq.gz	q25	30	17
./5k/simulation.bwa.read1.fastq.gz	q50	30	17
./5k/simulation.bwa.read1.fastq.gz	q75	30	18
./5k/simulation.bwa.read1.fastq.gz	q95	30	20
./5k/simulation.bwa.read1.fastq.gz	q05	31	15
./5k/simulation.bwa.read1.fastq.gz	q25	31	17
./5k/simulation.bwa.read1.fastq.gz	q50	31	17
./5k/simulation.bwa.read1.fastq.gz	q75	31	18
./5k/simulation.bwa.read1.fastq.gz	q95	31	20
./5k/simulation.bwa.read1.fastq.gz	q05	32	15
./5k/simulation.bwa.read1.fastq.gz	q25	32	17
./5k/simulation.bwa.read1.fastq.gz	q50	32	17
./5k/simulation.bwa.read1.fastq.gz	q75	32	18
./5k/simulation.bwa.read1.fastq.gz	q95	32	20
./5k/simulation.bwa.read1.fastq.gz	q05	33	15
./5k/simulation.bwa.read1.fastq.gz	q25	33	17
./5k/simulation.bwa.read1.fastq.gz	q50	33	17
./5k/simulation.bwa.read1.fastq.gz	q75	33	18
./5k/simulation.bwa.read1.fastq.gz	q95	33	20
./5k/simulation.bwa.read1.fastq.gz	q05	34	15
./5k/simulation.bwa.read1.fastq.gz	q25	34	17
./5k/simulation.bwa.read1.fastq.gz	q50	34	17
./5k/simulation.bwa.read1.fastq.gz	q75	34	18
./5k/simulation.bwa.read1.fastq.gz	q95	34	20
./5k/simulation.bwa.read1.fastq.gz	q05	35	15
